Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Aphanopus carbo,NA,Black Scabbardfish,NA,F-APCA,AFCS211010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Apodichthys flavidus,NA,Penpoint Gunnel,NA,F-APFL,AFCQR03020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Apodichthys fucorum,NA,Rockweed Gunnel,NA,F-APFU,AFCQR03010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Apristurus brunneus,NA,Brown Cat Shark,NA,F-APBR,AFDDF01010,GNR,NA,SNR,NA,NA,DD (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Aptocyclus ventricosus,NA,Smooth Lumpsucker,NA,F-APVE,AFC4G08010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cyclopteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Arctozenus risso,NA,White Barracudina,NA,F-ARRI,AFC8D02010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Argyropelecus sladeni,NA,Lowcrest Hatchetfish,NA,F-ARSL,AFC7C01020,G5,Mar-09,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Aristostomias scintillans,NA,Shining Loosejaw,NA,F-ARSC,AFC7B04010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Artedius fenestralis,NA,Padded Sculpin,NA,F-ARFE,AFC4E23020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Artedius harringtoni,NA,Scalyhead Sculpin,NA,F-ARHA,AFC4E23030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Artedius lateralis,NA,Smoothhead Sculpin,NA,F-ARLA,AFC4E23040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Ascelichthys rhodorus,NA,Rosylip Sculpin,NA,F-ASRH,AFC4E24010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Asemichthys taylori,Radulinus taylori,Spinynose Sculpin,NA,F-ASTA,AFC4E25010,GNR,NA,SNR,NA,NA,DD (May 1997),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Atheresthes stomias,NA,Arrowtooth,NA,F-ATST,AFCTB19020,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Atherinops affinis,NA,Topsmelt,NA,F-ATAF,AFCND04010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Atheriniformes,Atherinopsidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Atractoscion nobilis,NA,White Seabass,NA,F-ATNO,AFCQH10010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Aulorhynchus flavidus,NA,Tube-snout,NA,F-AUFL,AFCPA05010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Avocettina infans,NA,Closespine Snipe Eel,NA,F-AVIN,AFCEJ02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Balistes polylepis,NA,Finescale Triggerfish,NA,F-BAPO,AFC3B03020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Balistidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Barbourisia rufa,NA,Velvet Whalefish,NA,F-BARU,AFC9B02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Barbourisiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathophilus flemingi,NA,Highfin Dragonfish,NA,F-BAFL,AFC7B05010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyagonus alascanus,NA,Gray Starsnout,NA,F-BAAL,AFC4F06010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyagonus infraspinatus,NA,Spinycheek Starsnout,NA,F-BAIN,AFC4F06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyagonus nigripinnis,NA,Blackfin Poacher,NA,F-BANI,AFC4F06030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyagonus pentacanthus,NA,Bigeye Poacher,NA,F-BAPE,AFC4F06040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathylagus pacificus,NA,Slender Blacksmelt,NA,F-BAPA,AFCHF02020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathylychnops exilis,NA,Javelin Spookfish,NA,F-BAEX,AFCHG02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Opisthoproctidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathymaster caeruleofasciatus,NA,Alaskan Ronquil,NA,F-BACA,AFCRY01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathymaster signatus,NA,Searcher,NA,F-BASI,AFCRY01020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja abyssicola,NA,Abyssal Skate,NA,F-BAAB,AFDFD02080,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja aleutica,NA,Aleutian Skate,NA,F-BAAE,AFDFD02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja interrupta,NA,Sandpaper Skate,NA,F-BAIT,AFDFD02030,G5,Apr-17,SNR,NA,NA,NAR (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja minispinosa,NA,Whitebrow Skate,NA,F-BAMI,AFDFD02140,G5,Feb-08,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja parmifera,NA,Alaska Skate,NA,F-BAPR,AFDFD02040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bathyraja trachura,NA,Roughtail Skate,NA,F-BATR,AFDFD02060,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Benthalbella dentata,NA,Northern Pearleye,NA,F-BEDE,AFC8G01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Scopelarchidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Benthalbella linguidens,NA,Longfin Pearleye,NA,F-BELI,AFC8G01020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Scopelarchidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Benthodesmus pacificus,NA,Frostfish,NA,F-BEPA,AFCS202020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Benthodesmus tenuis,NA,Javelinfish,NA,F-BETE,AFCS202040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Trichiuridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Blepsias bilobus,NA,Crested Sculpin,NA,F-BLBI,AFC4E26010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Blepsias cirrhosus,NA,Silverspotted Sculpin,NA,F-BLCI,AFC4E26020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bothragonus swanii,NA,Rockhead,NA,F-BOSW,AFC4F07010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bothrocara brunneum,NA,Twoline Eelpout,NA,F-BOBR,AFCS802020,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bothrocara molle,NA,Soft Eelpout,NA,F-BOMO,AFCS802030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bothrocara pusillum,NA,Alaska Eelpout,NA,F-BOPU,AFCMG02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Brachyistius frenatus,NA,Kelp Perch,NA,F-BRFR,AFCQK04010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Brama japonica,NA,Pacific Pomfret,NA,F-BRJA,AFCRH01040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bramidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Brosmophycis marginata,NA,Red Brotula,NA,F-BRMA,AFCME01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Ophidiiformes,Bythitidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Bryozoichthys marjorius,NA,Pearly Prickleback,NA,F-BRMR,AFCSC06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Carassius auratus,NA,Goldfish,NA,F-CAAU,AFCJB04010,G5,Sep-96,SNA,May-19,Jan-03,NA,NA,Exotic,NA,NA,NA,NA,NA,NA,NA,NA,7 - Exotic(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,NA,N,N,NA
Carcharodon carcharias,NA,White Shark,NA,F-CACA,AFDDE01010,G2,Jun-14,SNR,NA,NA,DD (Apr 2006),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Lamniformes,Lamnidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Careproctus cypselurus,NA,Falcate Snailfish,NA,F-CACY,AFC4G09150,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Careproctus gilberti,NA,Longfin Snailfish,NA,F-CAGI,AFC4G09070,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Careproctus melanurus,NA,Blacktail Snailfish,NA,F-CAME,AFC4G09020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Careproctus oregonensis,NA,Smallfin Snailfish,NA,F-CAOR,AFC4G09120,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Careproctus ovigerum,NA,Abyssal Snailfish,NA,F-CAOV,AFC4G09130,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Caristius macropus,NA,Manefish,NA,F-CAMC,AFCQ101010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Caristiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Catostomus bondi,Catostomus platyrhynchus,Cordilleran Sucker,Mountain Sucker,F-CABO,AFCJC02310,GNR,NA,S3?,May-19,May-19,T (Dec 2022),NA,Blue,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,NA,NA,BG; CWH; IDF; PP,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Catostomus catostomus,NA,Longnose Sucker,NA,F-CACT,AFCJC02030,G5,Aug-15,S5,May-19,Jan-92,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Catostomus columbianus,NA,Bridgelip Sucker,NA,F-CACO,AFCJC02050,G5,Feb-16,S5,May-19,Jan-03,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Catostomus commersonii,NA,White Sucker,NA,F-CACM,AFCJC02060,G5,Aug-15,S5,May-19,Jan-92,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Catostomus macrocheilus,NA,Largescale Sucker,NA,F-CAMA,AFCJC02280,G5,May-16,S5,May-19,Jan-92,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Catostomus sp. 4,NA,Salish Sucker,NA,F-CASP-04,AFCJC02260,G1,Jun-11,S2,May-19,May-19,E (May 2024),NA,Red,NA,NA,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-T (Jan 2005),NA,1 - At Risk(2000),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Catostomidae,1;2;3;8,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CWH,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Caulolatilus princeps,NA,Ocean Whitefish,NA,F-CAPR,AFCRE01050,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Malacanthidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Ceratias holboelli,NA,Deepsea Angler,NA,F-CEHO,AFCYE02010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Lophiiformes,Ceratiidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
